Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
906,Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,First,19.01,1461.0,108.45,5.0,,1,0,0,0,1
907,Maruti Ritz VDi,Hyderabad,2010,79324,First,21.1,1248.0,73.9,5.0,,1,0,0,0,1
908,Maruti Swift Dzire VXI,Bangalore,2013,38623,First,19.1,1197.0,85.8,5.0,,0,0,1,0,1
909,Maruti Swift ZDi,Coimbatore,2014,59923,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
910,Hyundai EON Sportz,Jaipur,2017,23360,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
911,Maruti Zen VXI BSII,Kochi,2003,61495,Third,17.3,993.0,88.8,5.0,,0,0,1,0,1
912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,First,15.1,1196.0,88.8,7.0,4.98,0,0,1,0,1
913,Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,First,14.16,1968.0,174.3,5.0,,1,0,0,1,0
914,Audi Q3 2.0 TDI,Chennai,2014,60000,First,15.73,1968.0,174.33,5.0,,1,0,0,1,0
916,Maruti Swift Dzire VDi,Hyderabad,2010,130000,First,19.3,1248.0,73.9,5.0,,1,0,0,0,1
917,Tata Sumo DX,Mumbai,2013,20000,First,14.07,1978.0,83.1,10.0,,1,0,0,0,1
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,First,15.97,2993.0,88.8,7.0,,1,0,0,1,0
919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,First,18.0,1497.0,117.3,5.0,15.29,0,0,1,1,0
920,Tata Indigo eCS eLX BS IV,Delhi,2015,150000,First,25.0,1396.0,69.01,5.0,,1,0,0,0,1
921,Volkswagen Vento TSI,Chennai,2014,28000,First,16.93,1197.0,103.6,5.0,,0,0,1,1,0
922,Maruti Celerio VXI,Bangalore,2015,74000,First,23.1,998.0,67.04,5.0,,0,0,1,0,1
923,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,First,11.5,2982.0,88.8,7.0,,1,0,0,0,1
924,Mitsubishi Outlander 2.4,Delhi,2010,76000,Second,11.3,2360.0,88.8,5.0,,0,0,1,1,0
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,First,15.5,1896.0,88.8,5.0,,1,0,0,1,0
927,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
928,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,First,17.5,1198.0,88.8,5.0,,0,0,1,0,1
929,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,First,22.77,1498.0,98.59,5.0,,1,0,0,0,1
930,Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Second,18.2,1061.0,88.8,5.0,,0,0,1,0,1
931,Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,First,20.73,1373.0,91.1,5.0,,0,0,1,0,1
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,First,14.74,1991.0,181.03,5.0,,0,0,1,1,0
933,Honda Amaze SX i-VTEC,Hyderabad,2016,33000,First,17.8,1198.0,86.7,5.0,,0,0,1,0,1
935,Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,First,19.87,1461.0,83.8,5.0,,1,0,0,0,1
937,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Second,16.47,1198.0,73.9,5.0,,0,0,1,0,1
938,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
939,Jaguar XF Diesel,Kolkata,2012,43510,First,14.74,2993.0,270.9,5.0,,1,0,0,1,0
940,Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,First,16.3,1956.0,88.8,5.0,24.26,1,0,0,0,1
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,First,15.68,1999.0,88.8,5.0,75.12,1,0,0,1,0
942,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,First,27.39,1248.0,88.8,5.0,9.53,1,0,0,0,1
943,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
944,Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Second,15.0,1586.0,104.68,5.0,,0,0,1,0,1
945,Hyundai Elantra CRDi SX,Coimbatore,2015,53615,First,22.7,1582.0,126.24,5.0,,1,0,0,0,1
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,First,13.5,2477.0,175.56,7.0,34.6,1,0,0,0,1
947,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,First,17.0,1198.0,73.75,5.0,,0,0,1,0,1
948,Maruti Ritz VXi,Hyderabad,2013,35433,First,18.5,1197.0,85.8,5.0,,0,0,1,0,1
949,Hyundai Verna CRDi SX,Hyderabad,2013,82966,First,16.8,1493.0,88.8,5.0,,1,0,0,0,1
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,First,25.32,1198.0,88.8,6.0,,1,0,0,0,1
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,First,13.68,2393.0,147.8,7.0,26.45,1,0,0,0,1
953,Maruti Baleno Delta 1.2,Pune,2016,14930,First,21.4,1197.0,83.1,5.0,,0,0,1,0,1
954,Honda Jazz VX Diesel,Mumbai,2016,38000,First,27.3,1498.0,98.6,5.0,11.15,1,0,0,0,1
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,First,17.0,1197.0,88.8,5.0,,0,0,1,0,1
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,First,19.27,2143.0,167.62,5.0,,1,0,0,1,0
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,First,19.1,1197.0,88.8,5.0,,0,0,1,0,1
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,First,18.9,1197.0,88.8,5.0,,0,0,1,1,0
960,Maruti Alto 800 VXI,Kolkata,2016,26000,First,22.74,796.0,47.3,5.0,,0,0,1,0,1
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,First,18.2,1199.0,82.5,5.0,,0,0,1,0,1
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,0.0,1950.0,88.8,5.0,52.26,1,0,0,1,0
963,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,First,13.7,1798.0,157.75,5.0,,0,0,1,1,0
964,Audi A4 2.0 TDI,Kolkata,2009,34000,First,16.55,1968.0,147.51,5.0,,1,0,0,1,0
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Second,12.8,2494.0,88.8,8.0,,1,0,0,0,1
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
967,Hyundai i10 Era,Jaipur,2008,84000,Second,19.81,1086.0,68.05,5.0,,0,0,1,0,1
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Second,17.5,1298.0,85.8,5.0,,0,0,1,0,1
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,First,21.66,1498.0,103.52,5.0,,1,0,0,1,0
970,Maruti Ritz VDi,Hyderabad,2012,96000,First,21.1,1248.0,73.9,5.0,,1,0,0,0,1
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Second,14.4,1599.0,88.8,5.0,,0,0,1,0,1
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Second,17.8,1198.0,86.7,5.0,,0,0,1,0,1
973,Maruti Wagon R LXI,Delhi,2007,65000,Second,18.9,998.0,67.1,5.0,,0,0,1,0,1
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Second,22.07,1199.0,73.9,5.0,,1,0,0,0,1
975,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,First,12.62,2198.0,88.8,7.0,,1,0,0,1,0
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Second,17.0,1197.0,88.8,5.0,,0,0,1,0,1
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,First,25.44,936.0,57.6,5.0,,1,0,0,0,1
978,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,First,14.8,1799.0,130.2,5.0,,0,0,1,0,1
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,First,20.51,998.0,67.04,5.0,,0,0,1,0,1
980,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,First,15.0,1598.0,103.6,5.0,,0,0,1,0,1
981,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Second,15.4,1590.0,88.8,5.0,,0,0,1,0,1
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Second,22.77,1498.0,98.59,5.0,,1,0,0,0,1
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Second,13.2,1495.0,88.8,5.0,,0,0,1,0,1
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,First,22.48,1995.0,88.8,5.0,70.43,1,0,0,1,0
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,First,20.92,998.0,67.1,5.0,,0,0,1,0,1
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,First,15.73,1968.0,174.33,5.0,,1,0,0,1,0
988,Toyota Corolla H4,Bangalore,2005,67000,Second,11.3,1794.0,88.8,5.0,,0,0,1,1,0
989,Volvo XC60 D5,Pune,2011,106976,First,13.5,2400.0,88.8,5.0,,1,0,0,1,0
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,First,27.3,1498.0,98.6,5.0,,1,0,0,0,1
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,First,20.4,1197.0,81.8,5.0,,0,0,1,0,1
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,First,19.27,2143.0,88.8,5.0,,1,0,0,1,0
994,Maruti Wagon R VXI Minor,Chennai,2010,134000,Second,18.9,1061.0,88.8,5.0,,0,0,1,0,1
995,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,First,15.5,1595.0,120.7,5.0,,0,0,1,1,0
996,Hyundai Santro Xing GL,Pune,2008,93000,First,0.0,1086.0,88.8,5.0,,0,0,1,0,1
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,First,26.59,1248.0,88.8,5.0,,1,0,0,1,0
998,Hyundai Grand i10 AT Asta,Pune,2014,37632,First,18.9,1197.0,88.8,5.0,,0,0,1,1,0
999,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Second,16.95,1498.0,97.7,5.0,,0,0,1,0,1
1000,Maruti A-Star Lxi,Hyderabad,2010,81448,First,19.0,998.0,66.1,5.0,,0,0,1,0,1
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,First,25.17,799.0,53.3,5.0,4.8,0,0,1,0,1
1002,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,First,17.1,1591.0,121.4,5.0,,0,0,1,1,0
1003,Maruti Wagon R LXI Minor,Chennai,2008,55000,Second,18.9,1061.0,88.8,5.0,,0,0,1,0,1
1004,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,First,18.88,1995.0,88.8,5.0,,1,0,0,1,0
1005,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,First,18.48,1995.0,88.8,5.0,,1,0,0,1,0
1006,Tata Indigo CS eVX,Jaipur,2016,65000,First,25.0,1396.0,69.01,5.0,,1,0,0,0,1
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,First,22.54,1396.0,88.73,5.0,,1,0,0,0,1
1008,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,First,16.8,796.0,34.2,8.0,,0,0,1,0,1
1009,Maruti Swift ZDi,Hyderabad,2014,81000,First,25.2,1248.0,88.8,5.0,,1,0,0,0,1
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,First,23.0,1498.0,98.96,5.0,12.12,1,0,0,0,1
1011,Honda Brio VX AT,Mumbai,2014,26856,First,16.5,1198.0,86.8,5.0,,0,0,1,1,0
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,First,13.68,2393.0,147.8,7.0,19.37,1,0,0,0,1
1013,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Second,10.5,2179.0,88.8,8.0,,1,0,0,0,1
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,First,18.5,1197.0,88.8,5.0,,0,0,1,0,1
1015,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,First,22.32,1582.0,126.32,5.0,,1,0,0,0,1
1016,Mahindra XUV500 W6 2WD,Chennai,2014,80000,First,15.1,2179.0,88.8,7.0,,1,0,0,0,1
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,First,20.64,1498.0,108.5,5.0,12.14,1,0,0,0,1
1018,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,First,26.59,1248.0,88.8,5.0,,1,0,0,0,1
1019,Tata Manza Aura Safire BS IV,Pune,2010,75695,First,13.7,1368.0,88.8,5.0,,0,0,1,0,1
1020,Maruti Swift VDI,Kolkata,2012,82000,Second,22.9,1248.0,88.8,5.0,,1,0,0,0,1
1021,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
1022,Honda City 1.5 V MT,Pune,2009,138000,Second,17.0,1497.0,88.8,5.0,,0,0,1,0,1
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
1024,Honda City 1.5 V MT,Coimbatore,2012,42750,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
1025,Chevrolet Beat Diesel,Kochi,2014,52398,First,25.44,936.0,57.6,5.0,,1,0,0,0,1
1026,Chevrolet Spark 1.0 LS,Kochi,2014,36657,First,16.2,995.0,62.1,5.0,,0,0,1,0,1
1027,Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Second,11.57,2179.0,138.1,7.0,,1,0,0,0,1
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,First,11.3,2987.0,254.8,7.0,,1,0,0,1,0
1029,BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,First,11.5,2993.0,88.8,5.0,,1,0,0,1,0
1030,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,First,14.24,2755.0,174.5,7.0,36.69,1,0,0,0,1
1031,BMW X1 sDrive 18i,Pune,2012,80000,First,11.25,1995.0,88.8,5.0,,0,0,1,1,0
1032,Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,First,20.37,1461.0,108.45,5.0,,1,0,0,0,1
1033,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,First,24.4,1120.0,88.8,5.0,,1,0,0,0,1
1034,BMW 3 Series 320d,Hyderabad,2010,105000,Second,13.2,1995.0,88.8,5.0,,1,0,0,1,0
1035,BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Second,10.8,2497.0,88.8,5.0,,0,0,1,1,0
1036,Nissan Micra XE,Pune,2010,85046,Second,18.06,1198.0,88.8,5.0,,0,0,1,0,1
1037,Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,First,16.36,2179.0,187.7,5.0,,1,0,0,1,0
1038,Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,First,10.2,4367.0,88.8,7.0,,1,0,0,1,0
1039,Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,16.0,1368.0,88.8,5.0,23.68,0,0,1,1,0
1040,Honda CR-V 2.4 AT,Delhi,2010,94000,Second,10.1,2354.0,88.8,5.0,,0,0,1,1,0
1041,Maruti Swift VXI,Coimbatore,2013,61110,First,18.6,1197.0,85.8,5.0,,0,0,1,0,1
1042,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,First,24.4,1120.0,88.8,5.0,,1,0,0,0,1
1043,Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,First,19.01,1461.0,108.5,5.0,,1,0,0,0,1
1044,Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,18.25,1968.0,187.74,5.0,55.61,1,0,0,1,0
1045,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,First,12.99,2494.0,100.6,8.0,,1,0,0,0,1
1047,Hyundai i20 1.2 Magna,Kolkata,2015,35000,First,18.5,1197.0,88.8,5.0,,0,0,1,0,1
1048,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,First,22.77,1498.0,98.59,5.0,,1,0,0,0,1
1049,Honda City 1.5 S MT,Hyderabad,2012,67635,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8,1497.0,121.36,5.0,14.1,0,0,1,1,0
1051,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,First,19.27,2143.0,88.8,5.0,,1,0,0,1,0
1053,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,First,22.7,1498.0,89.84,5.0,,1,0,0,0,1
1054,Tata Indigo GLE,Hyderabad,2017,23228,First,14.4,1396.0,88.8,5.0,,0,0,1,0,1
1055,Maruti Swift Dzire LDI,Delhi,2014,68462,First,26.59,1248.0,88.8,5.0,,1,0,0,0,1
1056,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,25.1,1248.0,88.5,5.0,13.26,1,0,0,0,1
1057,Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,First,19.01,1461.0,108.45,5.0,,1,0,0,0,1
1058,Maruti Wagon R VXI,Delhi,2016,22000,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
1059,Hyundai Santro Xing GL,Hyderabad,2010,58163,First,0.0,1086.0,88.8,5.0,,0,0,1,0,1
1060,Chevrolet Beat Diesel LT,Chennai,2011,109500,Third,25.44,936.0,57.6,5.0,,1,0,0,0,1
1061,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,16.0,1997.0,88.8,7.0,,1,0,0,0,1
1062,Hyundai i10 Era 1.1,Delhi,2012,51000,Second,19.81,1086.0,68.05,5.0,,0,0,1,0,1
1063,Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,13.93,2179.0,88.8,7.0,,1,0,0,0,1
1064,Hyundai i10 Sportz,Kolkata,2009,43002,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
1065,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36,2755.0,171.5,7.0,28.05,1,0,0,1,0
1066,Skoda Laura Elegance MT,Jaipur,2010,82407,First,17.5,1896.0,88.8,5.0,,1,0,0,0,1
1067,Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
1069,Maruti Swift Dzire VDI,Kolkata,2014,45000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,25.83,1498.0,88.8,5.0,,1,0,0,0,1
1072,Maruti Ertiga VDI,Pune,2016,130000,First,25.47,1248.0,88.5,7.0,11.27,1,0,0,0,1
1073,Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,20.77,1248.0,88.8,7.0,,1,0,0,0,1
1074,Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,16.8,1497.0,116.3,5.0,,0,0,1,1,0
1075,Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,19.7,796.0,46.3,5.0,,0,0,1,0,1
1076,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,10.91,3198.0,88.8,7.0,,1,0,0,1,0
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3,1248.0,88.5,5.0,11.2,1,0,0,0,1
1078,Porsche Boxster S tiptronic,Kolkata,2015,10512,First,8.6,2706.0,88.8,2.0,,0,0,1,1,0
1079,Maruti Swift ZDi,Pune,2016,58000,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
1080,Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57,1193.0,88.7,5.0,8.56,0,0,1,0,1
1081,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,17.0,1197.0,88.8,5.0,,0,0,1,0,1
1082,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4,1422.0,88.8,5.0,,1,0,0,0,1
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43,1364.0,87.2,5.0,,1,0,0,0,1
1084,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0,1198.0,73.75,5.0,,0,0,1,0,1
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29,1591.0,121.3,5.0,,0,0,1,0,1
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
1087,Chevrolet Beat LS,Kolkata,2015,120000,First,18.6,1199.0,76.8,5.0,,0,0,1,0,1
1088,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74,2993.0,270.9,5.0,,1,0,0,1,0
1089,Nissan Terrano XL,Mumbai,2014,40000,First,13.24,1598.0,102.5,5.0,,0,0,1,0,1
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73,1968.0,174.33,5.0,,1,0,0,1,0
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95,1197.0,78.9,5.0,,0,0,1,1,0
1092,Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07,998.0,67.1,5.0,,0,0,1,1,0
1093,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33,4134.0,335.2,7.0,,1,0,0,1,0
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248.0,88.5,5.0,9.46,1,0,0,0,1
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497.0,88.8,5.0,12.79,1,0,0,0,1
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582.0,126.2,5.0,15.57,1,0,0,0,1
1098,Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
1099,Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0,1197.0,88.8,5.0,,0,0,1,0,1
1100,Honda City i VTEC V,Delhi,2014,62505,First,17.4,1497.0,117.3,5.0,,0,0,1,0,1
1101,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8,2494.0,88.8,7.0,,1,0,0,0,1
1102,Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8,1493.0,88.8,5.0,,1,0,0,0,1
1103,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,19.86,1,0,0,0,1
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07,2967.0,241.4,7.0,,1,0,0,1,0
1105,Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9,998.0,67.1,5.0,,0,0,1,0,1
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09,1995.0,88.8,5.0,,1,0,0,1,0
1107,Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7,796.0,47.3,5.0,,0,0,1,0,1
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199.0,88.8,5.0,6.59,0,0,1,0,1
1111,Maruti Swift LXI,Pune,2013,32953,First,18.6,1197.0,85.8,5.0,,0,0,1,0,1
1112,Hyundai EON Era,Jaipur,2014,18000,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950.0,191.34,5.0,86.97,0,0,1,1,0
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,22.54,1396.0,88.73,5.0,,1,0,0,0,1
1115,Toyota Etios VD,Chennai,2012,48000,First,23.59,1364.0,67.05,5.0,,1,0,0,0,1
1116,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,21.43,1364.0,87.2,5.0,,1,0,0,0,1
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7,1496.0,113.98,5.0,42.12,1,0,0,1,0
1118,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,20.14,1498.0,88.8,5.0,,1,0,0,0,1
1119,Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,13.7,1798.0,157.75,5.0,,0,0,1,1,0
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,10.0,2148.0,88.8,5.0,,1,0,0,1,0
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,17.8,1248.0,88.8,5.0,,1,0,0,0,1
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,First,18.0,1497.0,117.3,5.0,,0,0,1,1,0
1123,BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,8.45,2979.0,88.8,5.0,,0,0,1,1,0
1124,Hyundai i10 Magna AT,Bangalore,2009,60000,First,19.2,1197.0,88.8,5.0,,0,0,1,1,0
1125,Maruti Swift Dzire VDI,Kolkata,2014,57000,First,26.59,1248.0,88.8,5.0,,1,0,0,0,1
1126,Honda City i DTec VX,Coimbatore,2018,45555,First,26.0,1498.0,98.6,5.0,,1,0,0,0,1
1127,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,14.0,796.0,88.8,5.0,,0,0,1,0,1
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,17.2,1968.0,138.1,5.0,,1,0,0,0,1
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,24.52,1248.0,88.5,7.0,,1,0,0,0,1
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,24.0,1120.0,88.8,5.0,,1,0,0,0,1
